1,PG0405,2020-12-16 06:35:00+00,2020-12-16 07:30:00+00,DME,LED,Arrived,321,,TRUE,TRUE,350,750
2,PG0404,2021-01-05 16:05:00+00,2021-01-05 17:00:00+00,DME,LED,Arrived,321,,TRUE,TRUE,350,750
3,PG0405,2021-01-05 06:35:00+00,2021-01-05 07:30:00+00,DME,LED,Arrived,321,,TRUE,TRUE,350,750
4,PG0402,2021-02-09 09:25:00+00,2021-02-09 10:20:00+00,DME,LED,Scheduled,321,,TRUE,TRUE,350,750
5,PG0405,2021-01-16 06:35:00+00,2021-01-16 07:30:00+00,DME,LED,On Time,321,,TRUE,TRUE,350,750
6,PG0404,2021-01-16 16:05:00+00,2021-01-16 17:00:00+00,DME,LED,Scheduled,321,,TRUE,TRUE,350,750
7,PG0403,2021-01-16 08:25:00+00,2021-01-16 09:20:00+00,DME,LED,Delayed,321,,TRUE,TRUE,350,750
8,PG0402,2021-01-16 09:25:00+00,2021-01-16 10:20:00+00,DME,LED,On Time,321,,TRUE,TRUE,350,750
9,PG0405,2021-01-25 06:35:00+00,2021-01-25 07:30:00+00,DME,LED,Scheduled,321,,TRUE,TRUE,350,750
10,PG0402,2021-01-23 09:25:00+00,2021-01-23 10:20:00+00,DME,LED,Scheduled,321,,TRUE,TRUE,350,750
11,PG0403,2021-01-23 08:25:00+00,2021-01-23 09:20:00+00,DME,LED,Scheduled,321,,TRUE,TRUE,350,750
12,PG0404,2021-01-23 16:05:00+00,2021-01-23 17:00:00+00,DME,LED,Scheduled,321,,TRUE,TRUE,350,750
13,PG0405,2021-01-23 06:35:00+00,2021-01-23 07:30:00+00,DME,LED,Scheduled,321,,TRUE,TRUE,350,750
14,PG0402,2021-01-06 09:25:00+00,2021-01-06 10:20:00+00,DME,LED,Arrived,321,,TRUE,TRUE,350,750
15,PG0402,2020-12-28 09:25:00+00,2020-12-28 10:20:00+00,DME,LED,Arrived,321,,TRUE,TRUE,350,750
16,PG0403,2021-01-06 08:25:00+00,2021-01-06 09:20:00+00,DME,LED,Arrived,321,,TRUE,TRUE,350,750
17,PG0404,2021-01-06 16:05:00+00,2021-01-06 17:00:00+00,DME,LED,Arrived,321,,TRUE,TRUE,350,750
18,PG0405,2021-01-06 06:35:00+00,2021-01-06 07:30:00+00,DME,LED,Arrived,321,,TRUE,TRUE,350,750
19,PG0403,2020-12-28 08:25:00+00,2020-12-28 09:20:00+00,DME,LED,Arrived,321,,TRUE,TRUE,350,750
20,PG0403,2020-12-26 08:25:00+00,2020-12-26 09:20:00+00,DME,LED,Arrived,321,,TRUE,TRUE,350,750
21,PG0405,2020-12-19 06:35:00+00,2020-12-19 07:30:00+00,DME,LED,Arrived,321,,TRUE,TRUE,350,750
22,PG0404,2020-12-19 16:05:00+00,2020-12-19 17:00:00+00,DME,LED,Arrived,321,,TRUE,TRUE,350,750
23,PG0403,2020-12-19 08:25:00+00,2020-12-19 09:20:00+00,DME,LED,Arrived,321,,TRUE,TRUE,350,750
24,PG0402,2020-12-19 09:25:00+00,2020-12-19 10:20:00+00,DME,LED,Arrived,321,,TRUE,TRUE,350,750
25,PG0404,2020-12-28 16:05:00+00,2020-12-28 17:00:00+00,DME,LED,Arrived,321,,TRUE,TRUE,350,750
26,PG0405,2021-01-12 06:35:00+00,2021-01-12 07:30:00+00,DME,LED,Arrived,321,,TRUE,TRUE,350,750
27,PG0404,2021-01-12 16:05:00+00,2021-01-12 17:00:00+00,DME,LED,Arrived,321,,TRUE,TRUE,350,750
28,PG0405,2021-02-03 06:35:00+00,2021-02-03 07:30:00+00,DME,LED,Scheduled,321,,TRUE,TRUE,350,750
29,PG0403,2021-01-12 08:25:00+00,2021-01-12 09:20:00+00,DME,LED,Arrived,321,,TRUE,TRUE,350,750
30,PG0402,2021-01-12 09:25:00+00,2021-01-12 10:20:00+00,DME,LED,Arrived,321,,TRUE,TRUE,350,750
31,PG0404,2021-02-03 16:05:00+00,2021-02-03 17:00:00+00,DME,LED,Scheduled,321,,TRUE,TRUE,350,750
32,PG0403,2021-02-03 08:25:00+00,2021-02-03 09:20:00+00,DME,LED,Scheduled,321,,TRUE,TRUE,350,750
33,PG0402,2021-02-03 09:25:00+00,2021-02-03 10:20:00+00,DME,LED,Scheduled,321,,TRUE,TRUE,350,750
34,PG0402,2021-01-07 09:25:00+00,2021-01-07 10:20:00+00,DME,LED,Arrived,321,,TRUE,TRUE,350,750
35,PG0403,2021-01-07 08:25:00+00,2021-01-07 09:20:00+00,DME,LED,Arrived,321,,TRUE,TRUE,350,750
36,PG0404,2021-01-07 16:05:00+00,2021-01-07 17:00:00+00,DME,LED,Arrived,321,,TRUE,TRUE,350,750
37,PG0405,2021-01-07 06:35:00+00,2021-01-07 07:30:00+00,DME,LED,Arrived,321,,TRUE,TRUE,350,750
38,PG0405,2020-12-28 06:35:00+00,2020-12-28 07:30:00+00,DME,LED,Arrived,321,,TRUE,TRUE,350,750
